crime_rate_per_100000,CountyName,State,FIPS
333.12513010000004,Washington County, CO,8121
333.0721003,Hamilton County, IA,19079
331.8479188,Houston County, GA,13153
331.78484289999994,Berks County, PA,42011
331.7467186,Russell County, KS,20167
331.5801509,Lucas County, IA,19117
331.5042262,Cabell County, WV,54011
331.39085539999996,Seminole County, FL,12117
331.3517201,Aiken County, SC,45003
330.97408219999994,Crawford County, KS,20037
330.9190809,Ashland County, WI,55003
330.9171131,Appanoose County, IA,19007
330.8955761,Manassas city, VA,51683
330.6781345,Albany County, NY,36001
330.67337119999996,Matagorda County, TX,48321
330.5031626,Indiana County, PA,42063
330.4781817,Montgomery County, IL,17135
329.5479849,Minnehaha County, SD,46099
329.41639219999996,Webster Parish, LA,22119
328.6670724,Marion County, AR,5089
328.5260872,Lamar County, GA,13171
328.20991089999995,Gordon County, GA,13129
328.1916639,Blaine County, ID,16013
327.73483139999996,San Luis Obispo County, CA,6079
327.56773300000003,Nacogdoches County, TX,48347
326.77320710000004,Talladega County, AL,1121
326.2099727,Duplin County, NC,37061
326.0991791,Webster County, WV,54101
325.9897997,Yadkin County, NC,37197
325.88730219999997,Washington County, AL,1129
325.56057460000005,West Baton Rouge Parish, LA,22121
324.7985827,Lincoln Parish, LA,22061
324.57334310000005,Union County, TN,47173
324.3058716,Tama County, IA,19171
323.82908139999995,Citrus County, FL,12017
323.6655694,Lake County, FL,12069
323.4414167,Wood County, WV,54107
323.3734316,Lake County, TN,47095
323.09647789999997,Wilson County, TN,47189
322.7149698,Valley County, ID,16085
322.205581,Craighead County, AR,5031
322.1037068,Pierce County, GA,13229
321.95750160000006,Stillwater County, MT,30095
321.9350184,Salt Lake County, UT,49035
321.8485661,Sabine Parish, LA,22085
321.8379422,Howell County, MO,29091
321.80521089999996,Shelby County, TX,48419
321.65832739999996,Logan County, KS,20109
321.270962,Putnam County, WV,54079
320.94270930000005,McDowell County, WV,54047
320.69555299999996,Ripley County, MO,29181
320.4373027,Dodge County, GA,13091
320.10243280000003,Swain County, NC,37173
320.0742068,McLean County, IL,17113
319.804355,Waynesboro city, VA,51820
319.80216889999997,Yavapai County, AZ,4025
319.3066484,San Augustine County, TX,48405
319.1958381,Beaver County, PA,42007
319.03125539999996,Pasco County, FL,12101
318.9309577,Licking County, OH,39089
318.8210705,Lowndes County, GA,13185
318.7394756,Lee County, TX,48287
318.4490482,Suffolk city, VA,51800
318.4307732,Doniphan County, KS,20043
318.1029497,Ford County, IL,17053
318.03045610000004,Geneva County, AL,1061
317.3719376,Edgar County, IL,17045
317.3221381,Franklin County, MA,25011
317.1720184,Mesa County, CO,8077
316.9579707,Jackson County, OR,41029
316.8309731,Sarasota County, FL,12115
316.79076860000004,Hidalgo County, TX,48215
316.4665818,Lee County, GA,13177
316.35301749999996,Crawford County, AR,5033
316.14588849999996,Jackson County, MI,26075
316.06964619999997,Franklin County, AR,5047
315.69953510000005,Troup County, GA,13285
315.59317169999997,Pawnee County, KS,20145
314.9275667,Marshall County, SD,46091
314.6339758,Danville city, VA,51590
314.63030939999993,Chariton County, MO,29041
314.4338518,Faulkner County, AR,5045
314.2183818,Little River County, AR,5081
313.80753139999996,Ozark County, MO,29153
313.6981527,Harmon County, OK,40057
313.14306160000007,Cherokee County, SC,45021
313.03543160000004,Rowan County, NC,37159
312.8341713,Polk County, IA,19153
312.6332244,Mono County, CA,6051
312.3726742,Chowan County, NC,37041
312.3542465,Lonoke County, AR,5085
311.7063034,Quay County, NM,35037
311.65933989999996,St. Joseph County, MI,26149
311.349396,Catawba County, NC,37035
310.8948364,Adair County, OK,40001
310.78306230000004,Grant County, AR,5053
310.4625893,Henry County, TN,47079
310.28368789999996,Garfield County, WA,53023
310.1430887,Marion County, TN,47115
310.0804869,Craven County, NC,37049
309.5376282,Gunnison County, CO,8051
309.26471069999997,Vanderburgh County, IN,18163
309.2555776,Howard County, AR,5061
308.908046,Hardy County, WV,54031
308.59793080000003,Kankakee County, IL,17091
308.46373789999996,Indian River County, FL,12061
308.3012979,Somerset County, MD,24039
308.1570997,Bates County, MO,29013
307.98325,Butte County, CA,6007
307.3029646,Mahnomen County, MN,27087
307.21966210000005,Stephens County, OK,40137
307.00698289999997,Wayne County, IL,17191
306.8402934,Stewart County, TN,47161
306.37254900000005,Jefferson County, GA,13163
305.8883508,Kearny County, KS,20093
305.82320899999996,Panola County, TX,48365
305.7909155,Pecos County, TX,48371
305.5867265,Hartford County, CT,9003
305.4929991,Woodbury County, IA,19193
305.3210289,Cowlitz County, WA,53015
305.1537071,Lafayette County, FL,12067
304.8627551000001,Riverside County, CA,6065
304.7038659,Sheridan County, NE,31161
304.2846232,Clearfield County, PA,42033
303.8985847,Jackson County, TN,47087
303.89631299999996,Washington County, MS,28151
303.88797850000003,Adams County, IL,17001
303.548525,Iron County, UT,49021
303.3838352,Stark County, OH,39151
303.36194539999997,St. Louis County, MO,29189
303.32003560000004,Cass County, TX,48067
303.2389361,Broome County, NY,36007
303.1291368,Jefferson County, TN,47089
302.8938644,Hertford County, NC,37091
302.83265,Tyler County, TX,48457
302.48537519999996,Tippecanoe County, IN,18157
302.343867,Bay County, MI,26017
302.1061112,Kauai County, HI,15007
302.05686339999994,Richland Parish, LA,22083
301.4708706,Knox County, IL,17095
301.4402144,Jack County, TX,48237
300.8321837,Carroll County, GA,13045
300.3934825,Midland County, TX,48329
300.2267018,Greene County, GA,13133
300.17152660000005,Carbon County, UT,49007
299.6944749,Walton County, GA,13297
299.5805872,Polk County, TN,47139
299.34399080000003,Madison County, AR,5087
299.1654858,Sullivan County, PA,42113
298.66956289999996,Banks County, GA,13011
298.5768433,Maverick County, TX,48323
298.16328480000004,Clark County, OH,39023
297.9886998,Arapahoe County, CO,8005
297.9145978,Scott County, KS,20171
297.89902789999996,Mitchell County, KS,20123
296.90281239999996,Jackson County, MS,28059
296.758927,Lyon County, NV,32019
296.5916274,Buena Vista County, IA,19021
296.563729,Wakulla County, FL,12129
296.1317786,Ochiltree County, TX,48357
296.0540851,Wayne County, IN,18177
296.0160659,Cass County, ND,38017
295.9861392,Mineral County, WV,54057
295.85798819999997,Boone County, IA,19015
295.2899179,Kootenai County, ID,16055
295.22875930000004,Hernando County, FL,12053
295.1685568,Marion County, IL,17121
295.1411832,Macon County, TN,47111
294.869973,Sumner County, TN,47165
294.7569,Lawrence County, AL,1079
294.45073610000003,Overton County, TN,47133
294.4331527,Washtenaw County, MI,26161
294.1973445,Mille Lacs County, MN,27095
294.11764710000006,Lake County, OR,41037
293.9475713,Colorado County, TX,48089
293.8679553,Grant County, WA,53025
293.71365110000005,Carteret County, NC,37031
293.6241611,Dooly County, GA,13093
293.5663,Scott County, MS,28123
292.95003419999995,Surry County, NC,37171
292.58941630000004,Davison County, SD,46035
292.3260583,Lewis and Clark County, MT,30049
292.2861863,Perry County, TN,47135
292.2442863,Glades County, FL,12043
291.90992489999996,Jasper County, IL,17079
291.83831539999994,Fairfield County, CT,9001
291.7972549,Claiborne County, MS,28021
291.5738728,Missoula County, MT,30063
290.90583599999997,Union Parish, LA,22111
290.73551749999996,Mitchell County, GA,13205
290.72182069999997,Macomb County, MI,26099
290.3554893,Terry County, TX,48445
290.1353965,Carbon County, MT,30009
290.018529,Camp County, TX,48063
289.99516669999997,Perry County, AR,5105
289.8296153,Lake County, MI,26085
289.4200879,Deer Lodge County, MT,30023
289.34200219999997,Custer County, OK,40039
289.3335603,Franklin County, TN,47051
289.3081761,Grant County, KS,20067
289.23438389999995,Humboldt County, CA,6023
289.1584363,Jasper County, SC,45053
289.1306478,Polk County, AR,5113
289.017341,Eureka County, NV,32011
288.8920988,Clark County, WI,55019
288.8772924,Orange County, NY,36071
288.7239617,Iredell County, NC,37097
288.7092476,Jerome County, ID,16053
288.6680988,Mills County, IA,19129
288.3733124,Jefferson County, MS,28063
288.3361749,Upshur County, TX,48459
288.0087181,Yellowstone County, MT,30111
287.7044216,Blaine County, MT,30005
287.68699649999996,Crawford County, MI,26039
286.5812542,Miller County, GA,13201
286.176434,Kit Carson County, CO,8063
286.15452339999996,Greene County, IL,17061
285.3884423,Allen County, IN,18003
285.3575887,Richland County, MT,30083
284.8571169,Warren County, MO,29219
284.4737236,Hancock County, TN,47067
284.2945786,Elmore County, AL,1051
284.2671077,Chippewa County, MI,26033
283.9295855,Donley County, TX,48129
283.77630120000003,Washington County, IL,17189
283.5332606,Martinsville city, VA,51690
283.12299049999996,Northampton County, NC,37131
283.12159710000003,Lamb County, TX,48279
282.9997979,Barber County, KS,20007
282.51437799999997,Levy County, FL,12075
282.33051,Toombs County, GA,13279
282.28745610000004,Van Buren County, MI,26159
282.2092956,Humboldt County, NV,32013
281.9571141,Pettis County, MO,29159
281.85328189999996,Mingo County, WV,54059
281.4254437,St. Johns County, FL,12109
281.15950180000004,Luzerne County, PA,42079
281.119982,Barry County, MO,29009
281.0962755,Broadwater County, MT,30007
280.762002,Greene County, AR,5055
280.214425,Washington County, FL,12133
280.2136217,Marion County, AL,1093
279.7403436,Yazoo County, MS,28163
279.4927415,Scott County, IN,18143
279.39122119999996,Jasper County, GA,13159
279.2769296,Harford County, MD,24025
279.1696492,Glenn County, CA,6021
278.89293260000005,Rensselaer County, NY,36083
278.8575292,Warren County, IA,19181
278.64520780000004,Crook County, OR,41013
278.62093960000004,Imperial County, CA,6025
278.3267457,Hall County, NE,31079
278.2415136,Butts County, GA,13035
278.09856,Brown County, WI,55009
277.77777779999997,Grand County, UT,49019
277.3757839,Houston County, TN,47083
277.2387025,Catron County, NM,35003
276.933634,Mayes County, OK,40097
276.8485408,Pocahontas County, WV,54075
276.837896,Luce County, MI,26095
276.42636,Benewah County, ID,16009
276.1754938,Mason County, MI,26105
276.172826,Hardee County, FL,12049
275.9889604,Jackson County, OK,40065
275.93197430000004,Bethel Census Area, AK,2050
275.8402388,Burleigh County, ND,38015
275.8352758,Franklin County, KS,20059
275.7022709,Douglas County, GA,13097
275.58005160000005,Bradley County, AR,5011
275.3165171,Washington County, OK,40147
275.06606980000004,Montour County, PA,42093
274.29249219999997,Weld County, CO,8123
274.2767583,Rockingham County, NC,37157
274.0602019,Yell County, AR,5149
274.0226525,Tom Green County, TX,48451
273.7583105,Coles County, IL,17029
273.1725697,Meriwether County, GA,13199
273.03754269999996,Decatur County, KS,20039
273.0178104,Garfield County, OK,40047
272.6465475,Twin Falls County, ID,16083
272.515786,Choctaw County, OK,40023
272.4893765,Josephine County, OR,41033
272.43100110000006,Person County, NC,37145
272.43057860000005,Clallam County, WA,53009
272.3186456,Malheur County, OR,41045
271.8189833,Goshen County, WY,56015
271.7590533,Yolo County, CA,6113
271.73913039999996,Taylor County, GA,13269
271.71322339999995,Cherokee County, KS,20021
271.49321269999996,Warren County, PA,42123
271.47188989999995,Highlands County, FL,12055
271.2313905,Telfair County, GA,13271
270.84107400000005,Monongalia County, WV,54061
269.9365362,Hill County, TX,48217
269.74275750000004,Fayette County, WV,54019
269.69527660000006,Flathead County, MT,30029
268.95171380000005,Marshall County, OK,40095
268.93151889999996,Kitsap County, WA,53035
268.8212641,St. Francois County, MO,29187
268.7616291,Preston County, WV,54077
268.6018567,Woodward County, OK,40153
268.4131415,McKenzie County, ND,38053
268.4032208,Randolph County, AL,1111
268.3997299,Comal County, TX,48091
268.2984232,Conway County, AR,5029
268.2272616,Otero County, NM,35035
268.0596605,White County, IL,17193
267.9427085,Galveston County, TX,48167
267.78187349999996,Mason County, WA,53045
267.35661919999995,Caswell County, NC,37033
267.1757334,Benton County, AR,5007
267.1653754,Essex County, VA,51057
267.037216,Howard County, IN,18067
267.0104042,Salem County, NJ,34033
266.7389085,Osage County, OK,40113
266.7080167,Ottawa County, OK,40115
265.9102996,Cape May County, NJ,34009
265.7513011,Clear Creek County, CO,8019
265.6442558,Marshall County, MS,28093
265.58350260000003,Phelps County, MO,29161
265.5701191,Dare County, NC,37055
265.4632333,Wayne County, WV,54099
265.4076897,Santa Clara County, CA,6085
265.360612,Warrick County, IN,18173
265.3348939,Monroe County, MI,26115
265.2519894,Wright County, MO,29229
264.2256585,Cobb County, GA,13067
264.2187576,Whitfield County, GA,13313
263.9459142,Carbon County, PA,42025
263.5892064,Haywood County, NC,37087
263.518499,St. Clair County, MO,29185
263.5010323,Chambers County, TX,48071
263.0219342,Worth County, GA,13321
262.9395347,Lauderdale County, AL,1077
262.837014,Delta County, MI,26041
262.7154267,Linn County, KS,20107
262.4567806,Martin County, FL,12085
262.454435,Warren County, NC,37185
262.37328560000003,Barbour County, WV,54001
262.295082,Hartley County, TX,48205
262.16335840000005,Delaware County, IN,18035
262.0214469,Sequoyah County, OK,40135
261.9833107,Lumpkin County, GA,13187
261.502739,Callaway County, MO,29027
261.446347,Starr County, TX,48427
261.374637,Butte County, SD,46019
261.3387287,Madison County, IN,18095
261.18053599999996,Le Flore County, OK,40079
260.97546830000005,Harrison County, WV,54033
260.9304398,Page County, IA,19145
260.7184241,Bennett County, SD,46007
260.6626396,Sandoval County, NM,35043
260.3767805,Wexford County, MI,26165
260.0472813,Shoshone County, ID,16079
259.7555936,Wayne County, TN,47181
259.7497622,Garvin County, OK,40049
259.7484874,Polk County, MN,27119
259.65102,Lehigh County, PA,42077
259.35949480000005,Monroe County, IN,18105
259.25925930000005,Chase County, KS,20017
259.2401025,St. Clair County, MI,26147
259.1568763,Cherry County, NE,31031
258.875241,Christian County, KY,21047
258.8214994,Cameron County, TX,48061
258.7334473,DeKalb County, IL,17037
258.71059180000003,Washington County, MD,24043
258.67074909999997,Covington County, AL,1039
258.2330781,Clinton County, IN,18023
257.79914840000004,Silver Bow County, MT,30093
257.7220284,Oneida County, NY,36065
257.6638478,Union County, FL,12125
257.3340196,Macon County, MO,29121
257.11312979999997,Flagler County, FL,12035
256.97503670000003,Logan County, IL,17107
256.8942015,Smith County, TN,47159
256.8255533,Frederick County, MD,24021
256.5511042,Maui County, HI,15009
256.0117034,Candler County, GA,13043
255.8734589,Kalkaska County, MI,26079
255.86353939999998,Snyder County, PA,42109
254.6186147,Morgan County, AL,1103
254.42646040000002,Harnett County, NC,37085
254.33427999999998,Sumner County, KS,20191
254.20883500000002,Pope County, AR,5115
254.1825701,Grayson County, TX,48181
254.1286002,Blair County, PA,42013
254.0311296,Fremont County, CO,8043
253.95700449999998,Van Buren County, AR,5141
253.9301461,Franklin County, WA,53021
253.66824169999998,Lincoln County, NM,35027
253.6630954,Lowndes County, MS,28087
253.3821999,Johnson County, TX,48251
253.2075792,Newton County, MO,29145
253.12895509999998,Uintah County, UT,49047
252.17500950000002,Franklin County, MS,28037
252.15198680000003,Fergus County, MT,30027
251.85744869999996,Westchester County, NY,36119
251.6881522,Benton County, TN,47005
251.6477809,Hampton city, VA,51650
251.6019259,Autauga County, AL,1001
251.4595203,Marion County, WV,54049
251.270311,Fentress County, TN,47049
251.1661285,Clay County, SD,46027
250.9084617,Heard County, GA,13149
250.8304522,Chemung County, NY,36015
250.7389665,Bedford County, PA,42009
250.56215869999997,Franklin County, NC,37069
250.06251559999998,Kanabec County, MN,27065
249.9947918,Newaygo County, MI,26123
249.99125899999999,Saline County, AR,5125
249.82966159999998,Scott County, TN,47151
249.5996986,Ogemaw County, MI,26129
249.22260319999995,York County, PA,42133
248.83593790000003,Roane County, TN,47145
248.6927688,Park County, MT,30067
248.37007140000003,Woodson County, KS,20207
248.25356499999998,Chester County, TN,47023
248.1529525,Racine County, WI,55101
248.13003450000002,Carroll County, AR,5015
248.0783423,Wake County, NC,37183
247.9539341,Erie County, PA,42049
247.8007682,Osage County, KS,20139
247.7291495,Codington County, SD,46029
247.65049530000002,Carbon County, WY,56007
247.560798,Fort Bend County, TX,48157
247.45417519999998,Nevada County, CA,6057
247.40657149999998,Ray County, MO,29177
247.249351,Mercer County, IL,17131
246.6627974,Washington County, GA,13303
246.46697540000002,Lee County, AL,1081
246.46477090000002,Marshall County, WV,54051
246.4033066,Stone County, AR,5137
246.34755530000004,Park County, WY,56029
246.3458696,Aransas County, TX,48007
246.1826114,Adams County, MS,28001
246.13220819999998,Bent County, CO,8011
246.090746,Crawford County, IL,17033
246.06849649999998,Pittsburg County, OK,40121
245.7865169,Screven County, GA,13251
245.7551385,San Jacinto County, TX,48407
245.72540189999998,Johnson County, GA,13167
245.6538171,Clay County, NC,37043
245.6407418,Marion County, MO,29127
245.26979680000002,Cleburne County, AR,5023
245.1731535,Haskell County, OK,40061
245.03798089999998,Gila County, AZ,4007
244.3857332,Wagoner County, OK,40145
244.3264577,Ashley County, AR,5003
244.30908399999998,El Dorado County, CA,6017
244.100895,Mackinac County, MI,26097
244.08284019999996,Carson City, NV,32510
244.0805319,Collier County, FL,12021
243.95653140000002,Maries County, MO,29125
243.8914232,Moore County, TX,48341
243.868771,Jackson County, IN,18071
243.8416276,St. Louis County, MN,27137
243.82810120000002,Allen County, KS,20001
243.5734,Hillsborough County, NH,33011
243.44474309999998,Holmes County, FL,12059
243.3628319,Florence County, WI,55037
243.1138625,Hampshire County, MA,25015
243.06061929999998,Franklin Parish, LA,22041
242.8946139,Johnson County, IA,19103
242.85688,Berkeley County, WV,54003
242.6892374,Lincoln County, SD,46083
242.64436580000003,Blue Earth County, MN,27013
242.56144890000002,Linn County, MO,29115
242.4151547,Pike County, MS,28113
242.3868494,Pottawatomie County, KS,20149
242.23339190000002,Pawnee County, OK,40117
242.20571099999998,Charlotte County, FL,12015
241.6237113,Saguache County, CO,8109
241.4875634,Haskell County, KS,20081
241.36370490000002,Douglas County, IL,17041
241.1971831,Hawkins County, TN,47073
240.8583315,Beltrami County, MN,27007
240.76701490000002,Osceola County, MI,26133
240.7336645,Elmore County, ID,16039
240.3846154,Esmeralda County, NV,32009
240.26429069999998,Caldwell Parish, LA,22021
240.2380867,Palo Pinto County, TX,48363
240.0721543,Riley County, KS,20161
239.8081535,Edwards County, IL,17047
239.23444980000002,Freestone County, TX,48161
239.0710383,Lyon County, IA,19119
239.05942480000002,Cleveland County, NC,37045
239.0077059,Hickman County, TN,47081
238.8965963,Rock County, WI,55105
238.79441090000003,Buncombe County, NC,37021
238.63598959999996,Tooele County, UT,49045
238.4877074,Carroll County, TN,47017
237.9273881,Yankton County, SD,46135
237.83185840000002,Beadle County, SD,46005
237.76284790000003,Lawrence County, IN,18093
237.7555873,Wells County, ND,38103
237.59141699999998,Cullman County, AL,1043
237.5462866,Converse County, WY,56009
237.53621260000003,Honolulu County, HI,15003
237.4483436,Siskiyou County, CA,6093
237.3964651,Sullivan County, NY,36105
237.3706634,Neosho County, KS,20133
237.2188139,Manistee County, MI,26101
237.0536914,Jackson County, NC,37099
236.9297248,Laramie County, WY,56021
236.92296299999998,Baker County, FL,12003
236.89108650000003,Union County, NC,37179
236.69644590000001,Cascade County, MT,30013
236.64904950000002,Johnson County, IL,17087
236.6255144,Blaine County, OK,40011
236.3760906,Lane County, OR,41039
236.15348509999998,Tazewell County, IL,17179
235.8918527,Aleutians West Census Area, AK,2016
235.7747193,Marion County, OR,41047
235.69549700000002,Polk County, OR,41053
235.43826349999998,Bannock County, ID,16005
235.35771290000002,San Mateo County, CA,6081
235.01762630000002,Sheridan County, KS,20179
234.93281409999997,Trumbull County, OH,39155
234.8345185,Itasca County, MN,27061
234.7043739,Wilkes County, NC,37193
234.6365769,Talbot County, MD,24041
234.41846890000002,St. Mary's County, MD,24037
234.40955330000003,Payette County, ID,16075
234.29342709999997,Murray County, GA,13213
234.1597796,Kane County, UT,49025
233.4957164,Walla Walla County, WA,53071
232.8497224,Van Buren County, TN,47175
232.8288708,Golden Valley County, MT,30037
232.5740475,Windham County, VT,50025
232.5581395,Lane County, KS,20101
232.5111201,Nome Census Area, AK,2180
232.50538730000002,Colonial Heights city, VA,51570
232.4201365,Henry County, IA,19087
231.9219791,Loudon County, TN,47105
231.8504565,Lackawanna County, PA,42069
231.6330127,Jones County, TX,48253
231.55941869999998,Johnson County, IN,18081
231.3931904,Mower County, MN,27099
231.39220980000002,Graham County, KS,20065
231.3894212,Deschutes County, OR,41017
231.36714590000003,Cooke County, TX,48097
231.24357659999998,Lincoln County, MT,30053
231.1128231,Fayette County, PA,42051
230.9863975,Morgan County, IL,17137
230.85416040000004,Garrett County, MD,24023
230.7651964,Adams County, WA,53001
230.64640130000004,Fayette County, AL,1057
230.3450522,McKean County, PA,42083
230.2053674,Dade County, GA,13083
230.2000548,Eastland County, TX,48133
230.0912565,Montezuma County, CO,8083
229.18545240000003,Chautauqua County, NY,36013
229.01256800000002,Vigo County, IN,18167
228.9452167,Sherman County, KS,20181
228.9226722,Payne County, OK,40119
228.8717471,Wapello County, IA,19179
228.64911630000003,Clark County, IL,17023
228.5653537,Jefferson County, KS,20087
228.4282662,Kaufman County, TX,48257
228.20629849999997,Keweenaw County, MI,26083
228.1021898,Wichita County, KS,20203
228.086325,Baldwin County, AL,1003
227.95313280000002,Butler County, KS,20015
227.8664731,Shiawassee County, MI,26155
227.8321898,Livingston County, IL,17105
227.6738202,Dutchess County, NY,36027
227.66491209999998,Jones County, MS,28067
227.58306780000004,Klamath County, OR,41035
226.9474841,Grand Forks County, ND,38035
226.88981239999998,Calaveras County, CA,6009
226.7751894,Madison County, IL,17119
226.47206839999998,Thomas County, KS,20193
226.33613050000002,Cambria County, PA,42021
226.16972149999998,Jefferson County, CO,8059
226.14201719999997,Asotin County, WA,53003
225.79431209999998,Poweshiek County, IA,19157
225.6414801,Larimer County, CO,8069
225.59883219999998,Waller County, TX,48473
225.3497173,Northumberland County, PA,42097
225.15761030000002,Cass County, IL,17017
225.04537209999998,Cannon County, TN,47015
224.7488102,Calhoun County, WV,54013
224.5140241,Bossier Parish, LA,22015
224.09368560000001,Pender County, NC,37141
224.03750040000003,Boyle County, KY,21021
223.96805419999998,Mercer County, PA,42085
223.9406557,Gilmer County, GA,13123
223.59078959999997,Gladwin County, MI,26051
223.4444826,Covington city, VA,51580
223.21428569999998,Wilcox County, GA,13315
222.91941880000002,Boone County, WV,54005
222.7811324,Benton County, WA,53005
222.7171492,Morton County, KS,20129
222.4080903,Vernon Parish, LA,22115
222.365684,Sanilac County, MI,26151
222.0082909,Fond du Lac County, WI,55039
221.74395099999998,Burnett County, WI,55013
221.48394240000002,Terrell County, TX,48443
221.22555,Gwinnett County, GA,13135
220.75055189999998,Boise County, ID,16015
220.6256125,Hawaii County, HI,15001
220.4585538,Winchester city, VA,51840
220.2224188,Dane County, WI,55025
219.9592668,Barton County, MO,29011
219.7112367,Rush County, KS,20165
219.36031699999998,Russell County, VA,51167
219.3073199,Milam County, TX,48331
219.17628969999998,Clare County, MI,26035
219.09496919999998,Live Oak County, TX,48297
218.53270899999998,Creek County, OK,40037
218.53146850000002,Rich County, UT,49033
218.4814804,Walker County, GA,13295
217.9900031,Orange County, CA,6059
217.9200311,Harrisonburg city, VA,51660
217.8056085,New Madrid County, MO,29143
217.66169150000002,Bibb County, AL,1007
217.23388849999998,Wheeler County, OR,41069
216.805344,Cook County, GA,13075
216.7261601,Kingman County, KS,20095
216.72340359999998,Canyon County, ID,16027
216.4836864,Pickens County, AL,1107
216.46501239999998,Douglas County, WI,55031
216.28970460000002,Richland County, IL,17159
216.24219130000003,Dunn County, ND,38025
216.2341983,San Saba County, TX,48411
216.21124300000002,Polk County, WI,55095
216.18140840000004,St. Bernard Parish, LA,22087
215.9336288,Nevada County, AR,5099
215.5204228,Lebanon County, PA,42075
215.3759715,Colusa County, CA,6011
215.2716221,Anderson County, KS,20003
215.26870150000002,Pulaski County, IN,18131
215.0789926,Adair County, MO,29001
214.6909983,Big Horn County, MT,30003
214.5002145,Powell County, MT,30077
214.37901069999998,Isabella County, MI,26073
213.56713309999998,Simpson County, KY,21213
213.405762,Runnels County, TX,48399
212.50419419999997,Hale County, TX,48189
211.8770516,Lyon County, KS,20111
211.86440679999998,Sedgwick County, CO,8115
211.75224989999998,Dawson County, MT,30021
211.2954517,Middlesex County, MA,25017
211.23169930000003,Ketchikan Gateway Borough, AK,2130
211.22846030000002,Tyler County, WV,54095
211.20093219999998,Okanogan County, WA,53047
211.13770449999998,Thurston County, WA,53067
210.8100636,Blount County, AL,1009
210.6724168,Clark County, WA,53011
210.3491796,Grant County, ND,38037
210.25687909999996,Cumberland County, IL,17035
210.2312544,Piscataquis County, ME,23021
210.02051609999998,Onslow County, NC,37133
209.7902098,Dent County, MO,29065
209.51810840000002,Baker County, GA,13007
209.46934430000002,Jefferson County, WA,53031
209.18751569999998,Custer County, MT,30017
208.65331669999998,Pulaski County, VA,51155
208.47810980000003,Zapata County, TX,48505
208.4459199,Pamlico County, NC,37137
208.4320227,Nowata County, OK,40105
208.4234535,Iosco County, MI,26069
208.2801386,New London County, CT,9011
208.0912146,Spotsylvania County, VA,51177
207.9245615,Washington County, TX,48477
207.8961779,Whatcom County, WA,53073
207.8555046,Dinwiddie County, VA,51053
207.741089,Brantley County, GA,13025
207.7136543,Belknap County, NH,33001
207.46887969999997,Camden County, MO,29029
207.2682051,Brooks County, TX,48047
207.13314780000002,Henderson County, KY,21101
207.1114852,Stearns County, MN,27145
206.96792,Morton County, ND,38059
206.68921459999999,Crowley County, CO,8025
206.5004418,Ada County, ID,16001
206.4437075,Lewis County, WA,53041
206.391478,Oakland County, MI,26125
206.357636,Marion County, OH,39101
206.2728755,Weber County, UT,49057
206.2298604,Teller County, CO,8119
205.74367769999998,Wabash County, IL,17185
205.6700407,Lenawee County, MI,26091
205.2849967,Polk County, TX,48373
205.0607444,Johnson County, AR,5071
204.9944092,Brule County, SD,46015
204.8997773,Logan County, CO,8075
204.85806259999998,Roberts County, SD,46109
204.7538503,Pushmataha County, OK,40127
204.6943231,Roane County, WV,54087
204.6035806,Comanche County, KS,20033
204.2007001,Murray County, OK,40099
204.192758,Schuylkill County, PA,42107
204.1871285,Fayette County, TN,47047
204.08163269999997,Brown County, IL,17009
204.00156919999998,Amelia County, VA,51007
203.9208416,St. Clair County, AL,1115
203.8992875,Branch County, MI,26023
203.7786382,Lincoln County, OK,40081
203.4043464,Kiowa County, OK,40075
203.18849640000002,Ellsworth County, KS,20053
203.1119655,Montgomery County, NC,37123
202.817519,Humphreys County, TN,47085
202.7212754,Pine County, MN,27115
202.57205119999998,Titus County, TX,48449
202.5445293,Harrison County, MS,28047
202.24950990000002,Greene County, NY,36039
202.2364977,Clay County, KS,20027
202.0922492,Coffey County, KS,20031
201.9748654,Izard County, AR,5065
201.9006667,Jefferson County, MO,29099
201.7484869,Bedford city, VA,51515
201.72135559999998,Van Buren County, IA,19177
201.67475259999998,Hays County, TX,48209
201.5915119,Carroll County, OH,39019
201.4559405,Strafford County, NH,33017
200.8671582,Ravalli County, MT,30081
200.856282,Greene County, PA,42059
200.8335481,Allegan County, MI,26005
200.8277105,Snohomish County, WA,53061
200.57876930000003,Catoosa County, GA,13047
200.488145,Owyhee County, ID,16073
200.3885396,McCracken County, KY,21145
200.37282480000002,Richland County, OH,39139
200.2217841,McDonough County, IL,17109
199.6495946,Crawford County, MO,29055
199.5689311,Lunenburg County, VA,51111
199.0975041,Kenosha County, WI,55059
199.0362455,Swift County, MN,27151
198.93899199999998,Cochran County, TX,48079
198.791026,Taylor County, KY,21217
198.7691602,White County, AR,5145
198.71815869999998,Moore County, NC,37125
198.59634069999998,Kenton County, KY,21117
198.5300329,Warren County, KY,21227
198.18489319999998,Ventura County, CA,6111
198.1268012,Walsh County, ND,38099
198.11954330000003,Stoddard County, MO,29207
197.9594944,Miami County, KS,20121
197.693575,Wilson County, KS,20205
197.6284585,Beaver County, OK,40007
197.120924,Linn County, IA,19113
196.8181073,Archuleta County, CO,8007
196.481315,Pinal County, AZ,4021
196.27960919999998,Mahaska County, IA,19123
195.5598075,Grays Harbor County, WA,53027
195.4794771,Washington County, PA,42125
195.2489424,Ness County, KS,20135
