county_name,crime_rate_per_100000,FIPS
"Lauderdale County, MS",342.66204799999997,28075
"Hansford County, TX",342.0342034,48195
"McCormick County, SC",341.8116015,45065
"Coffee County, AL",341.591739,1031
"Hamilton County, FL",341.3682597,12047
"St. Joseph County, IN",341.1958352,18141
"Thomas County, GA",340.9926675,13275
"Tunica County, MS",340.9090909,28143
"Saline County, IL",340.8316292,17165
"Surry County, VA",339.98521800000003,51181
"Weakley County, TN",339.6226415,47183
"Laurens County, GA",339.59040810000005,13175
"Cheatham County, TN",339.3092272,47021
"Saline County, KS",339.0742734,20169
"Pulaski County, IL",338.5240352,17153
"Washington County, NC",337.9971703,37187
"Lee County, FL",337.9139787,12071
"Pulaski County, GA",337.8963784,13235
"Cleveland County, OK",337.8629242,40027
"Winn Parish, LA",337.5413488,22127
"Marshall County, TN",337.29521360000007,47117
"King County, WA",337.2057704,53033
"Grady County, OK",337.1519046,40051
"Los Alamos County, NM",337.1165299,35028
"Franklin County, KY",336.3680309,21073
"Adams County, CO",336.32215310000004,8001
"Bastrop County, TX",336.30069239999995,48021
"Lanier County, GA",336.2797848,13173
"Wilcox County, AL",336.0749978,1131
"Tate County, MS",334.8253621,28137
"Coconino County, AZ",334.70290539999996,4005
"Labette County, KS",334.67202139999995,20099
"Lewis County, TN",334.420199,47101
"Sutter County, CA",333.508128,6101
"Seward County, KS",333.47584439999997,20175
"Sevier County, TN",333.4402052,47155
"Berkshire County, MA",333.371918,25003
"Clay County, MS",333.20266560000005,28025
"Washington County, CO",333.12513010000004,8121
"Hamilton County, IA",333.0721003,19079
"Houston County, GA",331.8479188,13153
"Berks County, PA",331.78484289999994,42011
"Russell County, KS",331.7467186,20167
"Lucas County, IA",331.5801509,19117
"Cabell County, WV",331.5042262,54011
"Seminole County, FL",331.39085539999996,12117
"Aiken County, SC",331.3517201,45003
"Crawford County, KS",330.97408219999994,20037
"Ashland County, WI",330.9190809,55003
"Appanoose County, IA",330.9171131,19007
"Manassas city, VA",330.8955761,51683
"Albany County, NY",330.6781345,36001
"Matagorda County, TX",330.67337119999996,48321
"Indiana County, PA",330.5031626,42063
"Montgomery County, IL",330.4781817,17135
"Minnehaha County, SD",329.5479849,46099
"Webster Parish, LA",329.41639219999996,22119
"Marion County, AR",328.6670724,5089
"Lamar County, GA",328.5260872,13171
"Gordon County, GA",328.20991089999995,13129
"Blaine County, ID",328.1916639,16013
"San Luis Obispo County, CA",327.73483139999996,6079
"Nacogdoches County, TX",327.56773300000003,48347
"Talladega County, AL",326.77320710000004,1121
"Duplin County, NC",326.2099727,37061
"Webster County, WV",326.0991791,54101
"Yadkin County, NC",325.9897997,37197
"Washington County, AL",325.88730219999997,1129
"West Baton Rouge Parish, LA",325.56057460000005,22121
"Lincoln Parish, LA",324.7985827,22061
"Union County, TN",324.57334310000005,47173
"Tama County, IA",324.3058716,19171
"Citrus County, FL",323.82908139999995,12017
"Lake County, FL",323.6655694,12069
"Wood County, WV",323.4414167,54107
"Lake County, TN",323.3734316,47095
"Wilson County, TN",323.09647789999997,47189
"Valley County, ID",322.7149698,16085
"Craighead County, AR",322.205581,5031
"Pierce County, GA",322.1037068,13229
"Stillwater County, MT",321.95750160000006,30095
"Salt Lake County, UT",321.9350184,49035
"Sabine Parish, LA",321.8485661,22085
"Howell County, MO",321.8379422,29091
"Shelby County, TX",321.80521089999996,48419
"Logan County, KS",321.65832739999996,20109
"Putnam County, WV",321.270962,54079
"McDowell County, WV",320.94270930000005,54047
"Ripley County, MO",320.69555299999996,29181
"Dodge County, GA",320.4373027,13091
"Swain County, NC",320.10243280000003,37173
"McLean County, IL",320.0742068,17113
"Waynesboro city, VA",319.804355,51820
"Yavapai County, AZ",319.80216889999997,4025
"San Augustine County, TX",319.3066484,48405
"Beaver County, PA",319.1958381,42007
"Pasco County, FL",319.03125539999996,12101
"Licking County, OH",318.9309577,39089
"Lowndes County, GA",318.8210705,13185
"Lee County, TX",318.7394756,48287
"Suffolk city, VA",318.4490482,51800
"Doniphan County, KS",318.4307732,20043
"Ford County, IL",318.1029497,17053
"Geneva County, AL",318.03045610000004,1061
"Edgar County, IL",317.3719376,17045
"Franklin County, MA",317.3221381,25011
"Mesa County, CO",317.1720184,8077
"Jackson County, OR",316.9579707,41029
"Sarasota County, FL",316.8309731,12115
"Hidalgo County, TX",316.79076860000004,48215
"Lee County, GA",316.4665818,13177
"Crawford County, AR",316.35301749999996,5033
"Jackson County, MI",316.14588849999996,26075
"Franklin County, AR",316.06964619999997,5047
"Troup County, GA",315.69953510000005,13285
"Pawnee County, KS",315.59317169999997,20145
"Marshall County, SD",314.9275667,46091
"Danville city, VA",314.6339758,51590
"Chariton County, MO",314.63030939999993,29041
"Faulkner County, AR",314.4338518,5045
"Little River County, AR",314.2183818,5081
"Ozark County, MO",313.80753139999996,29153
"Harmon County, OK",313.6981527,40057
"Cherokee County, SC",313.14306160000007,45021
"Rowan County, NC",313.03543160000004,37159
"Polk County, IA",312.8341713,19153
"Mono County, CA",312.6332244,6051
"Chowan County, NC",312.3726742,37041
"Lonoke County, AR",312.3542465,5085
"Quay County, NM",311.7063034,35037
"St. Joseph County, MI",311.65933989999996,26149
"Catawba County, NC",311.349396,37035
"Adair County, OK",310.8948364,40001
"Grant County, AR",310.78306230000004,5053
"Henry County, TN",310.4625893,47079
"Garfield County, WA",310.28368789999996,53023
"Marion County, TN",310.1430887,47115
"Craven County, NC",310.0804869,37049
"Gunnison County, CO",309.5376282,8051
"Vanderburgh County, IN",309.26471069999997,18163
"Howard County, AR",309.2555776,5061
"Hardy County, WV",308.908046,54031
"Kankakee County, IL",308.59793080000003,17091
"Indian River County, FL",308.46373789999996,12061
"Somerset County, MD",308.3012979,24039
"Bates County, MO",308.1570997,29013
"Butte County, CA",307.98325,6007
"Mahnomen County, MN",307.3029646,27087
"Stephens County, OK",307.21966210000005,40137
"Wayne County, IL",307.00698289999997,17191
"Stewart County, TN",306.8402934,47161
"Jefferson County, GA",306.37254900000005,13163
"Kearny County, KS",305.8883508,20093
"Panola County, TX",305.82320899999996,48365
"Pecos County, TX",305.7909155,48371
"Hartford County, CT",305.5867265,9003
"Woodbury County, IA",305.4929991,19193
"Cowlitz County, WA",305.3210289,53015
"Lafayette County, FL",305.1537071,12067
"Riverside County, CA",304.8627551000001,6065
"Sheridan County, NE",304.7038659,31161
"Clearfield County, PA",304.2846232,42033
"Jackson County, TN",303.8985847,47087
"Washington County, MS",303.89631299999996,28151
"Adams County, IL",303.88797850000003,17001
"Iron County, UT",303.548525,49021
"Stark County, OH",303.3838352,39151
"St. Louis County, MO",303.36194539999997,29189
"Cass County, TX",303.32003560000004,48067
"Broome County, NY",303.2389361,36007
"Jefferson County, TN",303.1291368,47089
"Hertford County, NC",302.8938644,37091
"Tyler County, TX",302.83265,48457
"Tippecanoe County, IN",302.48537519999996,18157
"Bay County, MI",302.343867,26017
"Kauai County, HI",302.1061112,15007
"Richland Parish, LA",302.05686339999994,22083
"Knox County, IL",301.4708706,17095
"Jack County, TX",301.4402144,48237
"Carroll County, GA",300.8321837,13045
"Midland County, TX",300.3934825,48329
"Greene County, GA",300.2267018,13133
"Carbon County, UT",300.17152660000005,49007
"Walton County, GA",299.6944749,13297
"Polk County, TN",299.5805872,47139
"Madison County, AR",299.34399080000003,5087
"Sullivan County, PA",299.1654858,42113
"Banks County, GA",298.66956289999996,13011
"Maverick County, TX",298.5768433,48323
"Clark County, OH",298.16328480000004,39023
"Arapahoe County, CO",297.9886998,8005
"Scott County, KS",297.9145978,20171
"Mitchell County, KS",297.89902789999996,20123
"Jackson County, MS",296.90281239999996,28059
"Lyon County, NV",296.758927,32019
"Buena Vista County, IA",296.5916274,19021
"Wakulla County, FL",296.563729,12129
"Ochiltree County, TX",296.1317786,48357
"Wayne County, IN",296.0540851,18177
"Cass County, ND",296.0160659,38017
"Mineral County, WV",295.9861392,54057
"Boone County, IA",295.85798819999997,19015
"Kootenai County, ID",295.2899179,16055
"Hernando County, FL",295.22875930000004,12053
"Marion County, IL",295.1685568,17121
"Macon County, TN",295.1411832,47111
"Sumner County, TN",294.869973,47165
"Lawrence County, AL",294.7569,1079
"Overton County, TN",294.45073610000003,47133
"Washtenaw County, MI",294.4331527,26161
"Mille Lacs County, MN",294.1973445,27095
"Lake County, OR",294.11764710000006,41037
"Colorado County, TX",293.9475713,48089
"Grant County, WA",293.8679553,53025
"Carteret County, NC",293.71365110000005,37031
"Dooly County, GA",293.6241611,13093
"Scott County, MS",293.5663,28123
"Surry County, NC",292.95003419999995,37171
"Davison County, SD",292.58941630000004,46035
"Lewis and Clark County, MT",292.3260583,30049
"Perry County, TN",292.2861863,47135
"Glades County, FL",292.2442863,12043
"Jasper County, IL",291.90992489999996,17079
"Fairfield County, CT",291.83831539999994,9001
"Claiborne County, MS",291.7972549,28021
"Missoula County, MT",291.5738728,30063
"Union Parish, LA",290.90583599999997,22111
"Mitchell County, GA",290.73551749999996,13205
"Macomb County, MI",290.72182069999997,26099
"Terry County, TX",290.3554893,48445
"Carbon County, MT",290.1353965,30009
"Camp County, TX",290.018529,48063
"Perry County, AR",289.99516669999997,5105
"Lake County, MI",289.8296153,26085
"Deer Lodge County, MT",289.4200879,30023
"Custer County, OK",289.34200219999997,40039
"Franklin County, TN",289.3335603,47051
"Grant County, KS",289.3081761,20067
"Humboldt County, CA",289.23438389999995,6023
"Jasper County, SC",289.1584363,45053
"Polk County, AR",289.1306478,5113
"Eureka County, NV",289.017341,32011
"Clark County, WI",288.8920988,55019
"Orange County, NY",288.8772924,36071
"Iredell County, NC",288.7239617,37097
"Jerome County, ID",288.7092476,16053
"Mills County, IA",288.6680988,19129
"Jefferson County, MS",288.3733124,28063
"Upshur County, TX",288.3361749,48459
"Yellowstone County, MT",288.0087181,30111
"Blaine County, MT",287.7044216,30005
"Crawford County, MI",287.68699649999996,26039
"Miller County, GA",286.5812542,13201
"Kit Carson County, CO",286.176434,8063
"Greene County, IL",286.15452339999996,17061
"Allen County, IN",285.3884423,18003
"Richland County, MT",285.3575887,30083
"Warren County, MO",284.8571169,29219
"Hancock County, TN",284.4737236,47067
"Elmore County, AL",284.2945786,1051
"Chippewa County, MI",284.2671077,26033
"Donley County, TX",283.9295855,48129
"Washington County, IL",283.77630120000003,17189
"Martinsville city, VA",283.5332606,51690
"Northampton County, NC",283.12299049999996,37131
"Lamb County, TX",283.12159710000003,48279
"Barber County, KS",282.9997979,20007
"Levy County, FL",282.51437799999997,12075
"Toombs County, GA",282.33051,13279
"Van Buren County, MI",282.28745610000004,26159
"Humboldt County, NV",282.2092956,32013
"Pettis County, MO",281.9571141,29159
"Mingo County, WV",281.85328189999996,54059
"St. Johns County, FL",281.4254437,12109
"Luzerne County, PA",281.15950180000004,42079
"Barry County, MO",281.119982,29009
"Broadwater County, MT",281.0962755,30007
"Greene County, AR",280.762002,5055
"Washington County, FL",280.214425,12133
"Marion County, AL",280.2136217,1093
"Yazoo County, MS",279.7403436,28163
"Scott County, IN",279.4927415,18143
"Jasper County, GA",279.39122119999996,13159
"Harford County, MD",279.2769296,24025
"Glenn County, CA",279.1696492,6021
"Rensselaer County, NY",278.89293260000005,36083
"Warren County, IA",278.8575292,19181
"Crook County, OR",278.64520780000004,41013
"Imperial County, CA",278.62093960000004,6025
"Hall County, NE",278.3267457,31079
"Butts County, GA",278.2415136,13035
"Brown County, WI",278.09856,55009
"Grand County, UT",277.77777779999997,49019
"Houston County, TN",277.3757839,47083
"Catron County, NM",277.2387025,35003
"Mayes County, OK",276.933634,40097
"Pocahontas County, WV",276.8485408,54075
"Luce County, MI",276.837896,26095
"Benewah County, ID",276.42636,16009
"Mason County, MI",276.1754938,26105
"Hardee County, FL",276.172826,12049
"Jackson County, OK",275.9889604,40065
"Bethel Census Area, AK",275.93197430000004,2050
"Burleigh County, ND",275.8402388,38015
"Franklin County, KS",275.8352758,20059
"Douglas County, GA",275.7022709,13097
"Bradley County, AR",275.58005160000005,5011
"Washington County, OK",275.3165171,40147
"Montour County, PA",275.06606980000004,42093
"Weld County, CO",274.29249219999997,8123
"Rockingham County, NC",274.2767583,37157
"Yell County, AR",274.0602019,5149
"Tom Green County, TX",274.0226525,48451
"Coles County, IL",273.7583105,17029
"Meriwether County, GA",273.1725697,13199
"Decatur County, KS",273.03754269999996,20039
"Garfield County, OK",273.0178104,40047
"Twin Falls County, ID",272.6465475,16083
"Choctaw County, OK",272.515786,40023
"Josephine County, OR",272.4893765,41033
"Person County, NC",272.43100110000006,37145
"Clallam County, WA",272.43057860000005,53009
"Malheur County, OR",272.3186456,41045
"Goshen County, WY",271.8189833,56015
"Yolo County, CA",271.7590533,6113
"Taylor County, GA",271.73913039999996,13269
"Cherokee County, KS",271.71322339999995,20021
"Warren County, PA",271.49321269999996,42123
"Highlands County, FL",271.47188989999995,12055
"Telfair County, GA",271.2313905,13271
"Monongalia County, WV",270.84107400000005,54061
"Hill County, TX",269.9365362,48217
"Fayette County, WV",269.74275750000004,54019
"Flathead County, MT",269.69527660000006,30029
"Marshall County, OK",268.95171380000005,40095
"Kitsap County, WA",268.93151889999996,53035
"St. Francois County, MO",268.8212641,29187
"Preston County, WV",268.7616291,54077
"Woodward County, OK",268.6018567,40153
"McKenzie County, ND",268.4131415,38053
"Randolph County, AL",268.4032208,1111
"Comal County, TX",268.3997299,48091
"Conway County, AR",268.2984232,5029
"Otero County, NM",268.2272616,35035
"White County, IL",268.0596605,17193
"Galveston County, TX",267.9427085,48167
"Mason County, WA",267.78187349999996,53045
"Caswell County, NC",267.35661919999995,37033
"Benton County, AR",267.1757334,5007
"Essex County, VA",267.1653754,51057
"Howard County, IN",267.037216,18067
"Salem County, NJ",267.0104042,34033
"Osage County, OK",266.7389085,40113
"Ottawa County, OK",266.7080167,40115
"Cape May County, NJ",265.9102996,34009
"Clear Creek County, CO",265.7513011,8019
"Marshall County, MS",265.6442558,28093
"Phelps County, MO",265.58350260000003,29161
"Dare County, NC",265.5701191,37055
"Wayne County, WV",265.4632333,54099
"Santa Clara County, CA",265.4076897,6085
"Warrick County, IN",265.360612,18173
"Monroe County, MI",265.3348939,26115
"Wright County, MO",265.2519894,29229
"Cobb County, GA",264.2256585,13067
"Whitfield County, GA",264.2187576,13313
"Carbon County, PA",263.9459142,42025
"Haywood County, NC",263.5892064,37087
"St. Clair County, MO",263.518499,29185
"Chambers County, TX",263.5010323,48071
"Worth County, GA",263.0219342,13321
"Lauderdale County, AL",262.9395347,1077
"Delta County, MI",262.837014,26041
"Linn County, KS",262.7154267,20107
"Martin County, FL",262.4567806,12085
"Warren County, NC",262.454435,37185
"Barbour County, WV",262.37328560000003,54001
"Hartley County, TX",262.295082,48205
"Delaware County, IN",262.16335840000005,18035
"Sequoyah County, OK",262.0214469,40135
"Lumpkin County, GA",261.9833107,13187
"Callaway County, MO",261.502739,29027
"Starr County, TX",261.446347,48427
"Butte County, SD",261.374637,46019
"Madison County, IN",261.3387287,18095
"Le Flore County, OK",261.18053599999996,40079
"Harrison County, WV",260.97546830000005,54033
"Page County, IA",260.9304398,19145
"Bennett County, SD",260.7184241,46007
"Sandoval County, NM",260.6626396,35043
"Wexford County, MI",260.3767805,26165
"Shoshone County, ID",260.0472813,16079
"Wayne County, TN",259.7555936,47181
"Garvin County, OK",259.7497622,40049
"Polk County, MN",259.7484874,27119
"Lehigh County, PA",259.65102,42077
"Monroe County, IN",259.35949480000005,18105
"Chase County, KS",259.25925930000005,20017
"St. Clair County, MI",259.2401025,26147
"Cherry County, NE",259.1568763,31031
"Christian County, KY",258.875241,21047
"Cameron County, TX",258.8214994,48061
"DeKalb County, IL",258.7334473,17037
"Washington County, MD",258.71059180000003,24043
"Covington County, AL",258.67074909999997,1039
"Clinton County, IN",258.2330781,18023
"Silver Bow County, MT",257.79914840000004,30093
"Oneida County, NY",257.7220284,36065
"Union County, FL",257.6638478,12125
"Macon County, MO",257.3340196,29121
"Flagler County, FL",257.11312979999997,12035
"Logan County, IL",256.97503670000003,17107
"Smith County, TN",256.8942015,47159
"Frederick County, MD",256.8255533,24021
"Maui County, HI",256.5511042,15009
"Candler County, GA",256.0117034,13043
"Kalkaska County, MI",255.8734589,26079
"Snyder County, PA",255.86353939999998,42109
"Morgan County, AL",254.6186147,1103
"Harnett County, NC",254.42646040000002,37085
"Sumner County, KS",254.33427999999998,20191
"Pope County, AR",254.20883500000002,5115
"Grayson County, TX",254.1825701,48181
"Blair County, PA",254.1286002,42013
"Fremont County, CO",254.0311296,8043
"Van Buren County, AR",253.95700449999998,5141
"Franklin County, WA",253.9301461,53021
"Lincoln County, NM",253.66824169999998,35027
"Lowndes County, MS",253.6630954,28087
"Johnson County, TX",253.3821999,48251
"Newton County, MO",253.2075792,29145
"Uintah County, UT",253.12895509999998,49047
"Franklin County, MS",252.17500950000002,28037
"Fergus County, MT",252.15198680000003,30027
"Westchester County, NY",251.85744869999996,36119
"Benton County, TN",251.6881522,47005
"Hampton city, VA",251.6477809,51650
"Autauga County, AL",251.6019259,1001
"Marion County, WV",251.4595203,54049
"Fentress County, TN",251.270311,47049
"Clay County, SD",251.1661285,46027
"Heard County, GA",250.9084617,13149
"Chemung County, NY",250.8304522,36015
"Bedford County, PA",250.7389665,42009
"Franklin County, NC",250.56215869999997,37069
"Kanabec County, MN",250.06251559999998,27065
"Newaygo County, MI",249.9947918,26123
"Saline County, AR",249.99125899999999,5125
"Scott County, TN",249.82966159999998,47151
"Ogemaw County, MI",249.5996986,26129
"York County, PA",249.22260319999995,42133
"Roane County, TN",248.83593790000003,47145
"Park County, MT",248.6927688,30067
"Woodson County, KS",248.37007140000003,20207
"Chester County, TN",248.25356499999998,47023
"Racine County, WI",248.1529525,55101
"Carroll County, AR",248.13003450000002,5015
"Wake County, NC",248.0783423,37183
"Erie County, PA",247.9539341,42049
"Osage County, KS",247.8007682,20139
"Codington County, SD",247.7291495,46029
"Carbon County, WY",247.65049530000002,56007
"Fort Bend County, TX",247.560798,48157
"Nevada County, CA",247.45417519999998,6057
"Ray County, MO",247.40657149999998,29177
"Mercer County, IL",247.249351,17131
"Washington County, GA",246.6627974,13303
"Lee County, AL",246.46697540000002,1081
"Marshall County, WV",246.46477090000002,54051
"Stone County, AR",246.4033066,5137
"Park County, WY",246.34755530000004,56029
"Aransas County, TX",246.3458696,48007
"Adams County, MS",246.1826114,28001
"Bent County, CO",246.13220819999998,8011
"Crawford County, IL",246.090746,17033
"Pittsburg County, OK",246.06849649999998,40121
"Screven County, GA",245.7865169,13251
"San Jacinto County, TX",245.7551385,48407
"Johnson County, GA",245.72540189999998,13167
"Clay County, NC",245.6538171,37043
"Marion County, MO",245.6407418,29127
"Cleburne County, AR",245.26979680000002,5023
"Haskell County, OK",245.1731535,40061
"Gila County, AZ",245.03798089999998,4007
"Wagoner County, OK",244.3857332,40145
"Ashley County, AR",244.3264577,5003
"El Dorado County, CA",244.30908399999998,6017
"Mackinac County, MI",244.100895,26097
"Carson City, NV",244.08284019999996,32510
"Collier County, FL",244.0805319,12021
"Maries County, MO",243.95653140000002,29125
"Moore County, TX",243.8914232,48341
"Jackson County, IN",243.868771,18071
"St. Louis County, MN",243.8416276,27137
"Allen County, KS",243.82810120000002,20001
"Hillsborough County, NH",243.5734,33011
"Holmes County, FL",243.44474309999998,12059
"Florence County, WI",243.3628319,55037
"Hampshire County, MA",243.1138625,25015
"Franklin Parish, LA",243.06061929999998,22041
"Johnson County, IA",242.8946139,19103
"Berkeley County, WV",242.85688,54003
"Lincoln County, SD",242.6892374,46083
"Blue Earth County, MN",242.64436580000003,27013
"Linn County, MO",242.56144890000002,29115
"Pike County, MS",242.4151547,28113
"Pottawatomie County, KS",242.3868494,20149
"Pawnee County, OK",242.23339190000002,40117
"Charlotte County, FL",242.20571099999998,12015
"Saguache County, CO",241.6237113,8109
"Haskell County, KS",241.4875634,20081
"Douglas County, IL",241.36370490000002,17041
"Hawkins County, TN",241.1971831,47073
"Beltrami County, MN",240.8583315,27007
"Osceola County, MI",240.76701490000002,26133
"Elmore County, ID",240.7336645,16039
"Esmeralda County, NV",240.3846154,32009
"Caldwell Parish, LA",240.26429069999998,22021
"Palo Pinto County, TX",240.2380867,48363
"Riley County, KS",240.0721543,20161
"Edwards County, IL",239.8081535,17047
"Freestone County, TX",239.23444980000002,48161
"Lyon County, IA",239.0710383,19119
"Cleveland County, NC",239.05942480000002,37045
"Hickman County, TN",239.0077059,47081
"Rock County, WI",238.8965963,55105
"Buncombe County, NC",238.79441090000003,37021
"Tooele County, UT",238.63598959999996,49045
"Carroll County, TN",238.4877074,47017
"Yankton County, SD",237.9273881,46135
"Beadle County, SD",237.83185840000002,46005
"Lawrence County, IN",237.76284790000003,18093
"Wells County, ND",237.7555873,38103
"Cullman County, AL",237.59141699999998,1043
"Converse County, WY",237.5462866,56009
"Honolulu County, HI",237.53621260000003,15003
"Siskiyou County, CA",237.4483436,6093
"Sullivan County, NY",237.3964651,36105
"Neosho County, KS",237.3706634,20133
"Manistee County, MI",237.2188139,26101
"Jackson County, NC",237.0536914,37099
"Laramie County, WY",236.9297248,56021
"Baker County, FL",236.92296299999998,12003
"Union County, NC",236.89108650000003,37179
"Cascade County, MT",236.69644590000001,30013
"Johnson County, IL",236.64904950000002,17087
"Blaine County, OK",236.6255144,40011
"Lane County, OR",236.3760906,41039
"Tazewell County, IL",236.15348509999998,17179
"Aleutians West Census Area, AK",235.8918527,2016
"Marion County, OR",235.7747193,41047
"Polk County, OR",235.69549700000002,41053
"Bannock County, ID",235.43826349999998,16005
"San Mateo County, CA",235.35771290000002,6081
"Sheridan County, KS",235.01762630000002,20179
"Trumbull County, OH",234.93281409999997,39155
"Itasca County, MN",234.8345185,27061
"Wilkes County, NC",234.7043739,37193
"Talbot County, MD",234.6365769,24041
"St. Mary's County, MD",234.41846890000002,24037
"Payette County, ID",234.40955330000003,16075
"Murray County, GA",234.29342709999997,13213
"Kane County, UT",234.1597796,49025
"Walla Walla County, WA",233.4957164,53071
"Van Buren County, TN",232.8497224,47175
"Golden Valley County, MT",232.8288708,30037
"Windham County, VT",232.5740475,50025
"Lane County, KS",232.5581395,20101
"Nome Census Area, AK",232.5111201,2180
"Colonial Heights city, VA",232.50538730000002,51570
"Henry County, IA",232.4201365,19087
"Loudon County, TN",231.9219791,47105
"Lackawanna County, PA",231.8504565,42069
"Jones County, TX",231.6330127,48253
"Johnson County, IN",231.55941869999998,18081
"Mower County, MN",231.3931904,27099
"Graham County, KS",231.39220980000002,20065
"Deschutes County, OR",231.3894212,41017
"Cooke County, TX",231.36714590000003,48097
"Lincoln County, MT",231.24357659999998,30053
"Fayette County, PA",231.1128231,42051
"Morgan County, IL",230.9863975,17137
"Garrett County, MD",230.85416040000004,24023
"Adams County, WA",230.7651964,53001
"Fayette County, AL",230.64640130000004,1057
"McKean County, PA",230.3450522,42083
"Dade County, GA",230.2053674,13083
"Eastland County, TX",230.2000548,48133
"Montezuma County, CO",230.0912565,8083
"Chautauqua County, NY",229.18545240000003,36013
"Vigo County, IN",229.01256800000002,18167
"Sherman County, KS",228.9452167,20181
"Payne County, OK",228.9226722,40119
"Wapello County, IA",228.8717471,19179
"Clark County, IL",228.64911630000003,17023
"Jefferson County, KS",228.5653537,20087
"Kaufman County, TX",228.4282662,48257
"Keweenaw County, MI",228.20629849999997,26083
"Wichita County, KS",228.1021898,20203
"Baldwin County, AL",228.086325,1003
"Butler County, KS",227.95313280000002,20015
"Shiawassee County, MI",227.8664731,26155
"Livingston County, IL",227.8321898,17105
"Dutchess County, NY",227.6738202,36027
"Jones County, MS",227.66491209999998,28067
"Klamath County, OR",227.58306780000004,41035
"Grand Forks County, ND",226.9474841,38035
"Calaveras County, CA",226.88981239999998,6009
"Madison County, IL",226.7751894,17119
"Thomas County, KS",226.47206839999998,20193
"Cambria County, PA",226.33613050000002,42021
"Jefferson County, CO",226.16972149999998,8059
"Asotin County, WA",226.14201719999997,53003
"Poweshiek County, IA",225.79431209999998,19157
"Larimer County, CO",225.6414801,8069
"Waller County, TX",225.59883219999998,48473
"Northumberland County, PA",225.3497173,42097
"Cass County, IL",225.15761030000002,17017
"Cannon County, TN",225.04537209999998,47015
"Calhoun County, WV",224.7488102,54013
"Bossier Parish, LA",224.5140241,22015
"Pender County, NC",224.09368560000001,37141
"Boyle County, KY",224.03750040000003,21021
"Mercer County, PA",223.96805419999998,42085
"Gilmer County, GA",223.9406557,13123
"Gladwin County, MI",223.59078959999997,26051
"Covington city, VA",223.4444826,51580
"Wilcox County, GA",223.21428569999998,13315
"Boone County, WV",222.91941880000002,54005
"Benton County, WA",222.7811324,53005
"Morton County, KS",222.7171492,20129
"Vernon Parish, LA",222.4080903,22115
"Sanilac County, MI",222.365684,26151
"Fond du Lac County, WI",222.0082909,55039
"Burnett County, WI",221.74395099999998,55013
"Terrell County, TX",221.48394240000002,48443
"Gwinnett County, GA",221.22555,13135
"Boise County, ID",220.75055189999998,16015
"Hawaii County, HI",220.6256125,15001
"Winchester city, VA",220.4585538,51840
"Dane County, WI",220.2224188,55025
"Barton County, MO",219.9592668,29011
"Rush County, KS",219.7112367,20165
"Russell County, VA",219.36031699999998,51167
"Milam County, TX",219.3073199,48331
"Clare County, MI",219.17628969999998,26035
"Live Oak County, TX",219.09496919999998,48297
"Creek County, OK",218.53270899999998,40037
"Rich County, UT",218.53146850000002,49033
"Walker County, GA",218.4814804,13295
"Orange County, CA",217.9900031,6059
"Harrisonburg city, VA",217.9200311,51660
"New Madrid County, MO",217.8056085,29143
"Bibb County, AL",217.66169150000002,1007
"Wheeler County, OR",217.23388849999998,41069
"Cook County, GA",216.805344,13075
"Kingman County, KS",216.7261601,20095
"Canyon County, ID",216.72340359999998,16027
"Pickens County, AL",216.4836864,1107
"Douglas County, WI",216.46501239999998,55031
"Richland County, IL",216.28970460000002,17159
"Dunn County, ND",216.24219130000003,38025
"San Saba County, TX",216.2341983,48411
"Polk County, WI",216.21124300000002,55095
"St. Bernard Parish, LA",216.18140840000004,22087
"Nevada County, AR",215.9336288,5099
"Lebanon County, PA",215.5204228,42075
"Colusa County, CA",215.3759715,6011
"Anderson County, KS",215.2716221,20003
"Pulaski County, IN",215.26870150000002,18131
"Adair County, MO",215.0789926,29001
"Big Horn County, MT",214.6909983,30003
"Powell County, MT",214.5002145,30077
"Isabella County, MI",214.37901069999998,26073
"Simpson County, KY",213.56713309999998,21213
"Runnels County, TX",213.405762,48399
"Hale County, TX",212.50419419999997,48189
"Lyon County, KS",211.8770516,20111
"Sedgwick County, CO",211.86440679999998,8115
"Dawson County, MT",211.75224989999998,30021
"Middlesex County, MA",211.2954517,25017
"Ketchikan Gateway Borough, AK",211.23169930000003,2130
"Tyler County, WV",211.22846030000002,54095
"Okanogan County, WA",211.20093219999998,53047
"Thurston County, WA",211.13770449999998,53067
"Blount County, AL",210.8100636,1009
"Clark County, WA",210.6724168,53011
"Grant County, ND",210.3491796,38037
"Cumberland County, IL",210.25687909999996,17035
"Piscataquis County, ME",210.2312544,23021
"Onslow County, NC",210.02051609999998,37133
"Dent County, MO",209.7902098,29065
"Baker County, GA",209.51810840000002,13007
"Jefferson County, WA",209.46934430000002,53031
"Custer County, MT",209.18751569999998,30017
"Pulaski County, VA",208.65331669999998,51155
"Zapata County, TX",208.47810980000003,48505
"Pamlico County, NC",208.4459199,37137
"Nowata County, OK",208.4320227,40105
"Iosco County, MI",208.4234535,26069
"New London County, CT",208.2801386,9011
"Spotsylvania County, VA",208.0912146,51177
"Washington County, TX",207.9245615,48477
"Whatcom County, WA",207.8961779,53073
"Dinwiddie County, VA",207.8555046,51053
"Brantley County, GA",207.741089,13025
"Belknap County, NH",207.7136543,33001
"Camden County, MO",207.46887969999997,29029
"Brooks County, TX",207.2682051,48047
