Latitude,Longitude,Elevation,Location Setting,State Name,County Name,fipsID
32.437458,-86.47289099999998,64.0,SUBURBAN,Alabama,Autauga,1001.0
32.428470000000004,-86.443585,0.0,RURAL,Alabama,Autauga,1001.0
32.332659,-86.791521,41.0,RURAL,Alabama,Autauga,1001.0
0.0,0.0,0.0,RURAL,Alabama,Baldwin,1003.0
30.552366999999997,-87.70691099999998,0.0,RURAL,Alabama,Baldwin,1003.0
30.555472,-87.713599,49.0,URBAN AND CENTER CITY,Alabama,Baldwin,1003.0
30.497478000000005,-87.880258,37.19,SUBURBAN,Alabama,Baldwin,1003.0
31.891272,-85.13521,85.0,SUBURBAN,Alabama,Barbour,1005.0
31.66430200000001,-85.606175,143.26,SUBURBAN,Alabama,Barbour,1005.0
32.904048,-87.23305699999996,445.0,RURAL,Alabama,Bibb,1007.0
33.95702,-86.464443,250.0,URBAN AND CENTER CITY,Alabama,Blount,1009.0
33.949542,-86.47304199999998,6.0,URBAN AND CENTER CITY,Alabama,Blount,1009.0
33.656771,-85.824409,237.0,URBAN AND CENTER CITY,Alabama,Calhoun,1015.0
33.685659,-85.837744,247.0,SUBURBAN,Alabama,Calhoun,1015.0
32.83956,-86.63780899999998,213.0,SUBURBAN,Alabama,Chilton,1021.0
32.83957,-86.62887099999998,171.0,URBAN AND CENTER CITY,Alabama,Chilton,1021.0
32.209311,-88.05196099999998,39.0,RURAL,Alabama,Choctaw,1023.0
32.2057,-88.05362799999996,37.0,RURAL,Alabama,Choctaw,1023.0
31.966669,-87.782035,160.0,RURAL,Alabama,Clarke,1025.0
31.694265,-87.77346299999998,152.0,SUBURBAN,Alabama,Clarke,1025.0
33.284928,-85.803608,344.42,RURAL,Alabama,Clay,1027.0
31.056847,-87.259142,0.0,UNKNOWN,Alabama,Coffee,1031.0
34.737034,-87.886701,143.0,RURAL,Alabama,Colbert,1033.0
34.781787,-87.64612699999998,152.0,RURAL,Alabama,Colbert,1033.0
34.770676,-87.64612699999998,152.0,RURAL,Alabama,Colbert,1033.0
34.771231,-87.628348,168.0,RURAL,Alabama,Colbert,1033.0
34.762063999999995,-87.64945999999998,158.0,RURAL,Alabama,Colbert,1033.0
34.764009,-87.661683,168.0,RURAL,Alabama,Colbert,1033.0
34.760089,-87.66502899999998,162.0,RURAL,Alabama,Colbert,1033.0
34.760921999999994,-87.643085,155.0,RURAL,Alabama,Colbert,1033.0
34.783453,-87.651127,152.0,RURAL,Alabama,Colbert,1033.0
34.780676,-87.63612599999998,168.0,RURAL,Alabama,Colbert,1033.0
34.782342,-87.62501499999998,168.0,RURAL,Alabama,Colbert,1033.0
34.780120000000004,-87.632515,165.0,RURAL,Alabama,Colbert,1033.0
34.740646000000005,-87.88031199999998,155.0,RURAL,Alabama,Colbert,1033.0
34.720368,-87.819755,143.0,RURAL,Alabama,Colbert,1033.0
34.6604,-87.77696399999998,174.0,RURAL,Alabama,Colbert,1033.0
34.786508000000005,-87.643626,140.0,RURAL,Alabama,Colbert,1033.0
34.779564,-87.637793,168.0,RURAL,Alabama,Colbert,1033.0
34.761756,-87.639195,155.0,RURAL,Alabama,Colbert,1033.0
34.762311,-87.662251,168.0,RURAL,Alabama,Colbert,1033.0
34.772033,-87.901423,146.0,RURAL,Alabama,Colbert,1033.0
34.716757,-87.88170099999998,149.0,RURAL,Alabama,Colbert,1033.0
34.689813,-87.849756,154.0,RURAL,Alabama,Colbert,1033.0
34.737342,-87.838077,143.0,RURAL,Alabama,Colbert,1033.0
34.740922999999995,-87.879756,155.0,RURAL,Alabama,Colbert,1033.0
34.735368,-87.875312,137.0,RURAL,Alabama,Colbert,1033.0
34.7637,-87.652807,158.0,SUBURBAN,Alabama,Colbert,1033.0
34.762032999999995,-87.662251,168.0,SUBURBAN,Alabama,Colbert,1033.0
34.73259,-87.857534,140.0,RURAL,Alabama,Colbert,1033.0
34.690647,-87.821422,238.0,RURAL,Alabama,Colbert,1033.0
34.737342,-87.838077,14.0,RURAL,Alabama,Colbert,1033.0
34.761676,-87.638685,162.0,SUBURBAN,Alabama,Colbert,1033.0
34.762619,-87.638097,122.0,SUBURBAN,Alabama,Colbert,1033.0
34.758900000000004,-88.0138,148.0,RURAL,Alabama,Colbert,1033.0
34.75150900000001,-87.68168399999998,168.0,SUBURBAN,Alabama,Colbert,1033.0
31.477664,-86.963307,78.0,URBAN AND CENTER CITY,Alabama,Conecuh,1035.0
31.305727,-86.488569,76.0,SUBURBAN,Alabama,Covington,1039.0
34.180758000000004,-86.84145199999998,244.0,URBAN AND CENTER CITY,Alabama,Cullman,1043.0
34.179266,-86.843612,248.0,URBAN AND CENTER CITY,Alabama,Cullman,1043.0
34.194821000000005,-86.856391,0.0,URBAN AND CENTER CITY,Alabama,Cullman,1043.0
32.102367,-87.31416,0.0,SUBURBAN,Alabama,Dallas,1047.0
32.408193,-87.01776799999998,52.0,URBAN AND CENTER CITY,Alabama,Dallas,1047.0
34.456508,-85.671628,488.0,RURAL,Alabama,DeKalb,1049.0
34.419016,-85.714401,460.0,RURAL,Alabama,DeKalb,1049.0
34.466237,-85.641065,497.0,RURAL,Alabama,DeKalb,1049.0
34.444849,-85.685789,477.0,RURAL,Alabama,DeKalb,1049.0
34.495116,-85.865264,402.0,RURAL,Alabama,DeKalb,1049.0
34.525372,-85.899937,378.0,RURAL,Alabama,DeKalb,1049.0
34.495126,-85.865239,402.0,RURAL,Alabama,DeKalb,1049.0
34.525125,-85.899962,378.0,RURAL,Alabama,DeKalb,1049.0
34.291782999999995,-85.958621,347.0,RURAL,Alabama,DeKalb,1049.0
34.438067,-85.726677,276.0,URBAN AND CENTER CITY,Alabama,DeKalb,1049.0
34.456199,-85.707189,274.0,SUBURBAN,Alabama,DeKalb,1049.0
34.288567,-85.969858,500.0,RURAL,Alabama,DeKalb,1049.0
34.289001,-85.97006499999998,352.0,RURAL,Alabama,DeKalb,1049.0
32.498567,-86.13658699999998,53.95,RURAL,Alabama,Elmore,1051.0
32.583465999999994,-85.93245999999998,400.0,SUBURBAN,Alabama,Elmore,1051.0
32.538364,-86.23234699999998,54.0,URBAN AND CENTER CITY,Alabama,Elmore,1051.0
32.53568,-86.25519299999998,54.0,URBAN AND CENTER CITY,Alabama,Elmore,1051.0
